"VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE"
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_2	-06_nJnhORg_2-5-rgb_front	26.3	46.82	You get a late start, you, you know, get to the house and it's an extra big mess, and, you know, you just....one thing after the other just leads to a tough day of...of a long tough day working."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_20	-06_nJnhORg_20-5-rgb_front	198.68	210.29	So, I, you know, I had to just fight through the cleaning, and had to have a lock-smith come out and open my doors, and I had to go to another job."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_21	-06_nJnhORg_21-5-rgb_front	224.24	225.06	So, you know, sometimes when things just don't go your way...you know, you just have a rough day, and you go to bed that night and you hopefully wake up the next morning and.. and it's all better."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_3	-06_nJnhORg_3-5-rgb_front	46.82	66.25	Generally, I...I will schedule two to three houses a day, and if I get a late start then, you know, of course, that just delays the next job, and then the next job, and then it can be seven or eight at night when I get home."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_4_5	-06_nJnhORg_4_5-5-rgb_front	66.25	87.92	And one thing that I like...I try not to do is to interfere with my client's family time as well. So, when I get a late start, and maybe I have a horrendous house that I had to clean and...and wasn't planning on it, then my day gets later and I start to intrude into their family time."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_6_7	-06_nJnhORg_6_7-5-rgb_front	87.92	98.35	And...and that makes it tough for me, I don't...I don't like to do that at all. So that's probably the hardest part, is, if I don't start my day right."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_8	-06_nJnhORg_8-5-rgb_front	98.35	107.61	So, I kind of have to mentally prepare myself for my day, so, that's probably the hardest day for me, is not preparing myself."
"-06_nJnhORg	-06_nJnhORg-5-rgb_front	-06_nJnhORg_9	-06_nJnhORg_9-5-rgb_front	107.61	112.12	One of my toughest days are Thursdays."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_0	-1Uik-vwQoc_0-5-rgb_front	2.21	11.86	I'm Cooie Grey-Lavin and in this clip, I'll show you how to use unique headstones to customize your yard."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_1	-1Uik-vwQoc_1-5-rgb_front	11.86	24.72	Another way to add interest to your yard, in our family we make little headstones for all our dogs that have died."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_2	-1Uik-vwQoc_2-5-rgb_front	24.75	27.92	This particular one is our Golden Retriever."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_3	-1Uik-vwQoc_3-5-rgb_front	27.92	34.06	Scooter, so that's his name in old typeset."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_4	-1Uik-vwQoc_4-5-rgb_front	34.08	37.55	These are the colors that were in his collar."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_5	-1Uik-vwQoc_5-5-rgb_front	37.55	55.34	He was a Golden Retriever, so we have that and he also loved to chase raccoons and he had chased one a short time before he died, so we put a raccoon in it."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_6	-1Uik-vwQoc_6-5-rgb_front	55.34	64.39	That you can place around the yard, it's a simple mosaic stepping stone technique but we just added some different pieces to make it more interesting."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_7	-1Uik-vwQoc_7-5-rgb_front	64.39	75.58	You can add memorial plaques or plaques for members of your family that are, don't live there and you miss them to sort of remembrances."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_8	-1Uik-vwQoc_8-5-rgb_front	75.58	79.47	They add a nice personal touch to your yard."
"-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_9	-1Uik-vwQoc_9-5-rgb_front	79.47	87.15	Adding a mosaic headstone to your yard can make more personal and unique."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_0	-1XUnputrgk_0-5-rgb_front	0.82	3.63	Okay, another thing that for me is important."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_1	-1XUnputrgk_1-5-rgb_front	3.63	4.99	It may not be for you."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_10	-1XUnputrgk_10-5-rgb_front	44.12	47.35	Feel free to get the."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_11	-1XUnputrgk_11-5-rgb_front	47.73	50.17	You have little masks, they're just paper masks."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_12	-1XUnputrgk_12-5-rgb_front	50.17	52.69	You can get them at Home Depot or Lowes."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_13	-1XUnputrgk_13-5-rgb_front	52.69	55.38	And they're actually called painters masks."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_14	-1XUnputrgk_14-5-rgb_front	55.38	58.4	Some of them are just made of paper."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_15	-1XUnputrgk_15-5-rgb_front	58.4	60.22	But they're very affordable."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_16	-1XUnputrgk_16-5-rgb_front	60.22	68.73	You can get a pack of, you know, several for just a couple of dollars."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_17	-1XUnputrgk_17-5-rgb_front	68.73	70.69	So make sure you."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_18	-1XUnputrgk_18-5-rgb_front	71.27	75.03	If you have those, keep them in here on hand."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_19	-1XUnputrgk_19-5-rgb_front	75.03	77.97	You know, it protects your health when you're cleaning."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_2	-1XUnputrgk_2-5-rgb_front	4.99	13.13	But for me I use very strong chemicals."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_20	-1XUnputrgk_20-5-rgb_front	77.97	82.41	You don't have to worry about any hazardous chemical getting into your system."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_21	-1XUnputrgk_21-5-rgb_front	82.41	86.56	And it just makes the whole process a lot safer for you."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_22	-1XUnputrgk_22-5-rgb_front	86.56	91.32	And for your children if you have children that help out cleaning around the house."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_23	-1XUnputrgk_23-5-rgb_front	91.32	94.25	So I would recommend having a mask on hand."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_3	-1XUnputrgk_3-5-rgb_front	13.14	18.4	Some people may prefer to use products that don't have chemicals."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_4	-1XUnputrgk_4-5-rgb_front	18.47	24.33	But because I do, I enjoy having the disinfectants."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_5	-1XUnputrgk_5-5-rgb_front	24.33	27.6	I like to wear a mask while I'm cleaning."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_6	-1XUnputrgk_6-5-rgb_front	29.1	33.58	Because you don't need to be breathing those chemicals in."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_7	-1XUnputrgk_7-5-rgb_front	33.58	36.16	Especially you know when, I'm pregnant."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_8	-1XUnputrgk_8-5-rgb_front	36.32	39.61	A lot of women, a lot of you out there."
"-1XUnputrgk	-1XUnputrgk-5-rgb_front	-1XUnputrgk_9	-1XUnputrgk_9-5-rgb_front	39.61	42.5	And men too that clean bathrooms."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_0	-1rM0t5FMiE_0-5-rgb_front	0.51	3.22	We're doing the scissoring now."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_1	-1rM0t5FMiE_1-5-rgb_front	3.22	6.3	There are two types of scissors that I like to use."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_2	-1rM0t5FMiE_2-5-rgb_front	6.3	18.01	The straight pair of scissors that are straight and long and then curved pair of scissors that help with around the feet and areas like that."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_3	-1rM0t5FMiE_3-5-rgb_front	18.01	33.89	First I'm going to straighten up her leg, to where I position the leg where I want it and then I'm going to go down the backside of the leg."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_4	-1rM0t5FMiE_4-5-rgb_front	33.89	46.57	And if your dog tends to move, you might want to hold your dog this way and just and you go around the leg and take off the little pieces that are sticking out everywhere."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_5	-1rM0t5FMiE_5-5-rgb_front	46.57	49.15	It makes for a nice little leg here."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_6	-1rM0t5FMiE_6-5-rgb_front	49.15	83.5	And then we're going to go around to the front area of the leg and I'm going to go take the round scissors and round off the bottom and clean it up nice."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_7	-1rM0t5FMiE_7-5-rgb_front	83.5	104.33	Remove the hair and pull her leg up and keep finishing with the little pieces of hair that are sticking out here and there."
"-1rM0t5FMiE	-1rM0t5FMiE-5-rgb_front	-1rM0t5FMiE_8	-1rM0t5FMiE_8-5-rgb_front	104.33	107.23	It makes for a nice scissor leg."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_0	-23PZTqtDBw_0-5-rgb_front	1.66	4.52	Off-season training for football."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_1	-23PZTqtDBw_1-5-rgb_front	5.0	7.92	Isolated plank dog pointers."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_10	-23PZTqtDBw_10-5-rgb_front	72.59	88.75	So we are going to work one side of the body, and then we will work the other side of your body, and we want to follow a rep scheme of anywhere from ten reps to fifteen reps per side."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_11	-23PZTqtDBw_11-5-rgb_front	89.16	92.59	Again that is ten reps to fifteen reps per side."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_12	-23PZTqtDBw_12-5-rgb_front	92.84	98.39	For the bigger guys it is going to be a bit harder I know, but still try to stay with it."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_13	-23PZTqtDBw_13-5-rgb_front	98.98	105.2	It is really going to help with your stability and coordination and balance on the field."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_14	-23PZTqtDBw_14-5-rgb_front	105.22	123.33	And then after we finish with this exercise, when we come back and start the workouts all over again with workout one, you are going to have a lot more stability and balance to help develop more power."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_15	-23PZTqtDBw_15-5-rgb_front	126.12	129.78	So thanks a lot for joining us here, I appreciate it."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_16	-23PZTqtDBw_16-5-rgb_front	129.77	135.11	I am mike Rosengart and this is my workout partner Jonsey."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_17	-23PZTqtDBw_17-5-rgb_front	135.26	140.04	Check us out again online and have a good workout."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_2	-23PZTqtDBw_2-5-rgb_front	40.46	44.31	Okay?"
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_3	-23PZTqtDBw_3-5-rgb_front	8.66	36.34	So this is the last exercise in our isolated series, working from the dumbbell rows to the hops to the lateral hops, forward hops, and now we are going to do plank position, and we are going to do dog pointers, which is the same exercise that we did in our previous workout, but this time we are going to do it isolated."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_4	-23PZTqtDBw_4-5-rgb_front	36.7	40.44	We are going to stick with one side, we are going to add another variability into it."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_5	-23PZTqtDBw_5-5-rgb_front	40.46	44.31	So Jonsey go ahead, pop up into your plank position."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_6	-23PZTqtDBw_6-5-rgb_front	44.31	52.91	We are going to get the elbow and the knee to touch underneath your body each time, and then get the full extension out."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_7	-23PZTqtDBw_7-5-rgb_front	52.92	55.62	So touch and full extension out."
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_8	-23PZTqtDBw_8-5-rgb_front	55.62	56.58	Alright?"
"-23PZTqtDBw	-23PZTqtDBw-5-rgb_front	-23PZTqtDBw_9	-23PZTqtDBw_9-5-rgb_front	56.97	71.76	This is really going to put focus on shoulder stability of the off shoulder and off hip, at the same time working for balance and coordination and mobility through your torso as you are working."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_0	-3bw4dQEyF8_0-5-rgb_front	0.48	9.96	You know, a medical emergency in an infant, can be a pretty scary and traumatic process, for a parent or a rescuer."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_1	-3bw4dQEyF8_1-5-rgb_front	9.96	19.23	Hi, I'm Captain Joe Bruni, and what I'm going to talk about, is how to stop choking in the infant victim."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_2	-3bw4dQEyF8_2-5-rgb_front	19.23	34.85	The infant victim must first be placed in the rescuer's arm, supporting the head, and chest area on the forearm."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_3	-3bw4dQEyF8_3-5-rgb_front	34.85	45.31	Find a place where you can sit with the victim, placing them head down, and supporting the head."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_4	-3bw4dQEyF8_4-5-rgb_front	46.79	58.73	You will then deliver a series of five back blows, and five chest thrusts, in succession, so it would be one, two, three, four, five."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_5	-3bw4dQEyF8_5-5-rgb_front	58.73	80.45	Roll the victim over, supporting the head and body, on the other forearm, and deliver five chest thrusts, in succession, until the object has been dislodged."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_6	-3bw4dQEyF8_6-5-rgb_front	80.8	103.14	After a series of five back blows, and chest thrusts, if it has not been dislodged, then repeat the process, of back blows and chest thrusts, until the item is dislodged from the infant."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_7	-3bw4dQEyF8_7-5-rgb_front	103.15	104.88	I'm Captain Joe Bruni."
"-3bw4dQEyF8	-3bw4dQEyF8-5-rgb_front	-3bw4dQEyF8_8	-3bw4dQEyF8_8-5-rgb_front	104.88	107.05	Stay safe, and we'll see you next time."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_0	-3sFcDBFxc8_0-5-rgb_front	1.72	4.77	All right, we're ready to start our fire."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_1	-3sFcDBFxc8_1-5-rgb_front	4.77	23.21	What I always like to have nearby is my blower, just in case it needs a little extra air and oxygen to get moving."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_10	-3sFcDBFxc8_10-5-rgb_front	75.96	84.93	But you see you can insert these a lot further, rather than having a hand held lighter and trying to get your hand in there."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_11	-3sFcDBFxc8_11-5-rgb_front	84.93	88.11	Or even using matches and throwing those."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_12	-3sFcDBFxc8_12-5-rgb_front	88.11	89.87	And these tend to work better."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_13	-3sFcDBFxc8_13-5-rgb_front	89.87	92.41	We'll go ahead and see if its not too windy."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_14	-3sFcDBFxc8_14-5-rgb_front	92.41	94.15	We've got a flame in there."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_15	-3sFcDBFxc8_15-5-rgb_front	94.15	96.69	It looks like its catching."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_16	-3sFcDBFxc8_16-5-rgb_front	96.69	104.11	Can definitely see smoke, and where there is smoke there is fire."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_17	-3sFcDBFxc8_17-5-rgb_front	104.11	111.14	Hopefully you can see the smoke on there, and it looks like it is catching real well ."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_18	-3sFcDBFxc8_18-5-rgb_front	111.14	117.29	And make sure that you stand outside of the line of the smoke, you wouldn't want to be breathing in the smoke."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_19	-3sFcDBFxc8_19-5-rgb_front	117.29	120.89	So here we've got the startings of our bon fire."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_2	-3sFcDBFxc8_2-5-rgb_front	23.21	31.73	I don't think its going to be an issue today since we've got a nice little bit of wind coming at us."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_3	-3sFcDBFxc8_3-5-rgb_front	33.93	40.36	And that speaks to the next point of wich area should you light first."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_4	-3sFcDBFxc8_4-5-rgb_front	40.36	44.62	Well, you should light all around the fire, two, three, four spots if you can."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_5	-3sFcDBFxc8_5-5-rgb_front	44.62	54.75	But what we want to do is we want to light where the wind is coming from because that's going to give us a better chance of getting it catching fire, catching all of it on fire."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_6	-3sFcDBFxc8_6-5-rgb_front	54.75	59.63	Maybe we won't have to light it in different spots around."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_7	-3sFcDBFxc8_7-5-rgb_front	59.63	64.29	You'll actually be able to tell once you actually get it in there and get it lit."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_8	-3sFcDBFxc8_8-5-rgb_front	64.29	67.82	So I'm going to go ahead and dip down here, and hopefully you can see this."
"-3sFcDBFxc8	-3sFcDBFxc8-5-rgb_front	-3sFcDBFxc8_9	-3sFcDBFxc8_9-5-rgb_front	68.5	75.96	And I'm just going to light it, and it might take a couple of times to get the lighter going."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_0	-4Sl9mPOlfA_0-3-rgb_front	0.15	10.11	I like to put the glue bottle down sideways like this because it?s a little bit quicker, you don't have to let the glue run all the way down like when you put it upright."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_1	-4Sl9mPOlfA_1-3-rgb_front	11.5	20.71	Take a brush, little glue brush just like this, and spread this glue out very very thoroughly."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_2	-4Sl9mPOlfA_2-3-rgb_front	20.71	24.22	Make sure you get all the way to the end."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_3	-4Sl9mPOlfA_3-3-rgb_front	24.23	26.22	Cover everything."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_4	-4Sl9mPOlfA_4-3-rgb_front	26.22	35.6	And you don't want a whole lot of sloppy glue running everywhere but you do want to have enough to completely coat all the parts."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_5	-4Sl9mPOlfA_5-3-rgb_front	35.6	38.27	And then we'll brush it out a little bit."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_6	-4Sl9mPOlfA_6-3-rgb_front	40.06	41.99	That looks pretty good."
"-4Sl9mPOlfA	-4Sl9mPOlfA-3-rgb_front	-4Sl9mPOlfA_7	-4Sl9mPOlfA_7-3-rgb_front	43.28	47.84	Set that down and we're going to do the same thing to this side."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_0	-6PULg1jlpc_0-5-rgb_front	2.2	6.17	O.k., perfect we're going to get started in a second."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_1	-6PULg1jlpc_1-5-rgb_front	6.21	11.79	""I know a lot of ladies out there are wondering, """"How do I get my skin clean?"""
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_10	-6PULg1jlpc_10-5-rgb_front	69.71	81.6	We don't want to sleep all night with makeup on our skin, because this can cause breakouts and acne on the skin."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_11	-6PULg1jlpc_11-5-rgb_front	82.2	87.15	So make sure to use a good cleansing product when removing makeup."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_12	-6PULg1jlpc_12-5-rgb_front	87.15	97.67	Makeup is something that all women love to use but we also need to remember to remove it properly."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_13	-6PULg1jlpc_13-5-rgb_front	100.69	110.23	Simply apply the cleanser or cream to your hands and apply it to the face and begin rubbing."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_14	-6PULg1jlpc_14-5-rgb_front	110.23	115.81	Now remember, getting rid of that makeup you might have to cleanse twice."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_15	-6PULg1jlpc_15-5-rgb_front	115.94	124.0	So don't be afraid to go back over your face again a second time."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_16	-6PULg1jlpc_16-5-rgb_front	124.0	130.11	Remember, cleansing your skin is very easy and you can do it yourself at home."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_17	-6PULg1jlpc_17-5-rgb_front	130.11	139.89	My name is Sylvia Russell and this is how you can clean your skin and get rid of makeup."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_2	-6PULg1jlpc_2-5-rgb_front	11.79	14.83	""How do I get rid of this makeup?"""""""
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_3	-6PULg1jlpc_3-5-rgb_front	16.55	18.32	Well, today I'm going to show you how."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_4	-6PULg1jlpc_4-5-rgb_front	18.32	27.71	My name is Sylvia Russell and today we're going to show you how to clean your face and get rid of makeup."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_5	-6PULg1jlpc_5-5-rgb_front	27.71	42.75	Now make sure that you have the proper products"
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_6	-6PULg1jlpc_6-5-rgb_front	42.75	49.84	Make sure you have water and you have a towel or some paper towels and cotton to help you clean up."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_7	-6PULg1jlpc_7-5-rgb_front	50.77	55.48	So what you're going to do is go ahead and begin to wash your face."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_8	-6PULg1jlpc_8-5-rgb_front	57.47	67.55	Now remember, cleansing the skin is something that can be very easily done at home, and it's something that you want to do on a regular basis."
"-6PULg1jlpc	-6PULg1jlpc-5-rgb_front	-6PULg1jlpc_9	-6PULg1jlpc_9-5-rgb_front	67.55	69.71	Removing makeup is vital."
"-6PZkp-zC78	-6PZkp-zC78-5-rgb_front	-6PZkp-zC78_0	-6PZkp-zC78_0-5-rgb_front	0.41	8.34	Hi, I'm Stan DeFreitas, Mr. Green Thumb for On Gardening."
